Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Ipsen, Jack",Northeast,Bryant,So,P,,,2.2,14,14.29,14.29,0,0.5,0.571,0.667,0.527,0,28.57,4.06
"Irvin, Jake",Big 12,Oklahoma,Jr,P,2018,131,43.1,177,30.51,6.21,24.3,0.216,0.271,0.383,0.282,23.16,18.08,3.36
"Irving, Curtiss",Big 10,Ohio State,Sr,P,,,2.2,17,11.76,17.65,-5.89,0.429,0.529,0.571,0.475,35.29,0,5.42
"Ivey, Brandon",Big 12,Texas,Jr,P,,,0.1,4,0,25,-25,0.5,0.5,0.5,0.392,25,0,33.15
"Jacik, Logan",Mid American,Ohio,Sr,P,,,2.2,17,23.53,23.53,0,0.273,0.412,0.273,0.318,5.88,17.65,4.97
"Jackson, Adam",Conference USA,Southern Miss,Jr,P,,,13.2,58,27.59,6.9,20.69,0.255,0.345,0.412,0.332,24.14,13.79,3.3
"Jackson, Jake",Mountain West,Nevada,Fr,P,,,41.1,192,18.75,6.77,11.98,0.286,0.333,0.429,0.323,21.88,21.88,3.51
"Jackson, Jenner",Southland,Incarnate Word,Sr,P,,,9.1,42,21.43,14.29,7.14,0.206,0.357,0.353,0.322,21.43,21.43,3.81
"Jackson, Jordan",Mountain West,Nevada,Fr,P,,,10,48,25,12.5,12.5,0.231,0.354,0.41,0.336,12.5,25,5.75
"Jackson, Richard",SEC,Tennessee,Jr,P,,,1.2,9,11.11,11.11,0,0.375,0.444,0.375,0.369,33.33,11.11,3.98
"Jackson, Ryan",Western Athletic,UTRGV,Jr,P,,,15,65,24.62,4.62,20,0.262,0.292,0.328,0.27,21.54,23.08,1.61
"Jacob, Alek",West Coast,Gonzaga,Fr,P,,,38.2,164,15.85,7.32,8.53,0.245,0.317,0.354,0.297,19.51,32.32,4.06
"Jacob, Michael",Mid American,Toledo,Jr,P,,,22.1,102,24.51,8.82,15.69,0.27,0.343,0.303,0.292,26.47,12.75,2.38
"Jacobs, Tucker",Mountain West,Air Force,Sr,P,,,1.2,9,0,22.22,-22.22,0.429,0.556,0.714,0.527,22.22,22.22,8.15
"Jacobsak, Sam",Colonial,Northeastern,Fr,P,,,6.1,36,16.67,22.22,-5.55,0.269,0.472,0.423,0.406,16.67,19.44,8.23
"Jacques, Joe",Metro Atlantic,Manhattan,Sr,P,2018,984,15.2,62,22.58,8.06,14.52,0.236,0.29,0.291,0.258,29.03,16.13,3.15
"Jahn, Connor",Big South,Presbyterian,Sr,P,,,7,36,22.22,11.11,11.11,0.375,0.472,0.688,0.491,11.11,22.22,4.86
"Jahn, Jonathan",Big 10,Ohio State,Fr,P,,,0.1,1,100,0,100,0,0,0,0,0,0,-16.85
"Jakiemiec, Bryan",Mid American,Central Mich.,Jr,P,,,0.1,1,0,0,0,0,0,0,0,0,100,3.15
"Jaksich, Lukas",Mid American,Ball St.,So,P,,,4.1,25,32,32,0,0.133,0.48,0.133,0.349,4,16,6.56
"James, Daniel",Sun Belt,UT Arlington,Sr,P,2018,782,12.1,45,24.44,11.11,13.33,0.175,0.267,0.2,0.221,17.78,31.11,2.57
"James, Keegan",SEC,Mississippi St.,So,P,,,18.2,92,25,7.61,17.39,0.341,0.413,0.512,0.399,15.22,18.48,3.7
"James, Michael",Colonial,Hofstra,Sr,P,,,8,31,19.35,6.45,12.9,0.143,0.226,0.393,0.266,19.35,38.71,6.02
"Jameson, Drey",Mid American,Ball St.,Fr,OF,,,23.2,112,24.11,20.54,3.57,0.176,0.357,0.2,0.279,22.32,16.07,4.05
"Janczak, Jared",Big 12,TCU,Jr,P,2018,961,21.2,97,15.46,7.22,8.24,0.286,0.33,0.429,0.32,30.93,15.46,4.09
"Jangols, Vitaly",Atlantic 10,Rhode Island,So,P,,,18.1,83,13.25,6.02,7.23,0.342,0.373,0.5,0.37,19.28,27.71,4.2
"Janss, Erik",Atlantic 10,La Salle,So,P,,,3.2,18,27.78,16.67,11.11,0.214,0.389,0.643,0.428,11.11,22.22,11.9
"Janssen, Mitch",Missouri Valley,Bradley,Jr,P,,,23,115,18.26,20,-1.74,0.258,0.4,0.483,0.379,12.17,26.96,7.15
"Jarvis, Bryce",ACC,Duke,Fr,UT,,,16.1,74,27.03,16.22,10.81,0.2,0.351,0.433,0.345,21.62,16.22,6.5
"Jeans, Trey",Sun Belt,La.-Monroe,Jr,P,,,15,73,32.88,23.29,9.59,0.236,0.425,0.255,0.332,15.07,9.59,3.55
"Jednat, Conner",Sun Belt,South Ala.,Fr,P,,,1.2,10,20,0,20,0.6,0.6,0.8,0.6,10,10,-0.19
"Jefferies, Kendal",Conference USA,Rice,Jr,INF,,,20.1,96,17.71,11.46,6.25,0.313,0.375,0.362,0.323,20.83,18.75,3.1
"Jeffers, Cooper",Big South,High Point,Jr,P,,,8,36,27.78,8.33,19.45,0.29,0.361,0.323,0.307,16.67,16.67,2.15
"Jelinek, Bo",West Coast,San Francisco,Fr,P,,,2.1,9,33.33,11.11,22.22,0.25,0.333,0.375,0.312,22.22,11.11,1.72
"Jenkins, Brandon",Big South,Campbell,Fr,P,,,18.1,88,29.55,27.27,2.28,0.222,0.443,0.238,0.34,9.09,17.05,4.42
"Jenkins, Brendan",West Coast,San Francisco,Sr,P,,,19.2,89,17.98,7.87,10.11,0.289,0.36,0.408,0.333,25.84,16.85,3.72
"Jenkins, Jason",Mid-Eastern,N.C. A&T,Fr,P,,,3.1,21,14.29,14.29,0,0.286,0.476,0.571,0.44,19.05,14.29,11.21
"Jenkins, Liam",ACC,Louisville,Jr,P,2018,523,5,30,26.67,30,-3.33,0.25,0.5,0.4,0.416,10,13.33,8.55
"Jenkins, Michael",Atlantic 10,La Salle,Fr,P,,,15,70,21.43,11.43,10,0.279,0.371,0.426,0.351,18.57,22.86,4.68
"Jenkins, Niko",Atlantic 10,La Salle,So,UT,,,6,24,20.83,8.33,12.5,0.19,0.292,0.333,0.279,29.17,20.83,2.98
"Jensen, Ryan",Mountain West,Fresno St.,So,P,,,28.2,140,21.43,12.86,8.57,0.296,0.386,0.443,0.357,19.29,17.14,4.07
"Jensen, Will",West Coast,Pepperdine,So,P,,,23,96,7.29,4.17,3.12,0.284,0.323,0.341,0.291,22.92,35.42,3.32
"Jerla, Charlie",Metro Atlantic,Marist,Sr,P,,,24,114,21.05,7.02,14.03,0.304,0.368,0.343,0.319,19.3,21.93,2.52
"Jernigan, Trey",Big South,UNC Asheville,Fr,P,,,5.1,28,21.43,14.29,7.14,0.304,0.393,0.435,0.357,21.43,14.29,3.15
"Jett, Jack",Conference USA,Old Dominion,Jr,P,,,1.2,17,11.76,35.29,-23.53,0.556,0.765,0.889,0.651,11.76,0,19.81
"Johns, Braxton",Sun Belt,Georgia Southern,So,P,,,10,49,12.24,4.08,8.16,0.356,0.388,0.556,0.396,22.45,24.49,4.15
"Johnson, A.J.",OVC,SIUE,So,P,,,1.2,8,12.5,0,12.5,0.375,0.375,0.375,0.329,12.5,37.5,1.48
"Johnson, Boby",Missouri Valley,Bradley,Jr,P,2018,486,17.2,75,22.67,8,14.67,0.239,0.293,0.388,0.292,20,25.33,3.73
"Johnson, Bryce",Summit League,South Dakota St.,Jr,P,,,17.2,75,17.33,8,9.33,0.275,0.333,0.319,0.292,25.33,24,2.68
"Johnson, Carter",Western Athletic,UTRGV,Sr,P,,,19.1,96,22.92,12.5,10.42,0.3,0.417,0.487,0.394,21.88,13.54,5.4
"Johnson, Cobi",ACC,Florida St,Jr,P,2018,896,8.2,39,30.77,17.95,12.82,0.219,0.359,0.406,0.34,17.95,15.38,5.95
"Johnson, Colton",Missouri Valley,Illinois St.,So,P,,,14.1,65,13.85,7.69,6.16,0.255,0.308,0.364,0.288,44.62,4.62,4.07
"Johnson, Connor",American East,Maine,Sr,P,,,11.1,48,14.58,8.33,6.25,0.275,0.375,0.325,0.318,41.67,4.17,3.78
"Johnson, Daniel",Big South,Charleston So.,Sr,P,,,12.2,64,18.75,7.81,10.94,0.321,0.391,0.434,0.357,9.38,28.13,5.28
"Johnson, David",Sun Belt,Georgia Southern,Fr,P,,,18.1,91,9.89,7.69,2.2,0.346,0.396,0.531,0.392,21.98,26.37,5.63
"Johnson, Evan",Big East,Creighton,Jr,P,,,3,19,5.26,26.32,-21.06,0.357,0.526,0.571,0.473,21.05,21.05,11.81
"Johnson, Joe",Big South,High Point,So,UT,,,14,55,12.73,7.27,5.46,0.18,0.255,0.3,0.248,30.91,30.91,5.08
"Johnson, Jordan",Southwestern,Prairie View,Sr,P,,,1.1,10,30,50,-20,0.4,0.7,0.4,0.521,0,0,11.33
"Johnson, Kyle",Patriot,Holy Cross,Fr,P,,,4,22,18.18,13.64,4.54,0.294,0.455,0.412,0.392,18.18,18.18,4.9
"Johnson, Kyle",Patriot,Lafayette,Jr,P,,,9.2,47,10.64,12.77,-2.13,0.243,0.404,0.324,0.341,27.66,21.28,5.32
"Johnson, Lance",Sun Belt,Troy,So,P,,,10.1,47,8.51,19.15,-10.64,0.216,0.362,0.216,0.282,25.53,27.66,5.03
"Johnson, MD",Missouri Valley,Dallas Baptist,Jr,P,,,26,127,19.69,8.66,11.03,0.327,0.394,0.491,0.379,22.83,15.75,4.84
"Johnson, Michael",Mid-Eastern,N.C. A&T,So,P,,,21.2,102,11.76,7.84,3.92,0.253,0.304,0.322,0.272,38.24,13.73,3.9
"Johnson, Nicholas",Southwestern,Mississippi Val.,Fr,P,,,20.2,108,6.48,7.41,-0.93,0.394,0.454,0.532,0.423,28.7,17.59,4.88
"Johnson, Nick",Atlantic 10,Rhode Island,Sr,P,2018,618,10,48,35.42,8.33,27.09,0.302,0.354,0.349,0.31,12.5,14.58,0.95
"Johnson, Nolan",Missouri Valley,Southern Ill.,Fr,P,,,0.2,6,16.67,16.67,0,0.5,0.667,0.75,0.589,16.67,0,23.15
"Johnson, Regynold",Southwestern,Alcorn,Sr,P,,,5.1,40,5,25,-20,0.483,0.6,0.931,0.599,10,22.5,13.34
"Johnson, Riley",Summit League,North Dakota St.,So,P,,,26.1,132,17.42,15.15,2.27,0.267,0.394,0.39,0.349,21.21,19.7,4.64
"Johnson, Ryan",Northeast,Bryant,Sr,P,,,0.1,2,50,0,50,0.5,0.5,0.5,0.439,0,0,-16.85
"Johnson, Ryan",SEC,Kentucky,Jr,OF,,,1,3,0,0,0,0.333,0.333,0.333,0.293,66.67,0,3.15
"Johnson, Ryan",Southland,Lamar,Sr,P,,,2.2,10,20,10,10,0,0.2,0,0.141,50,10,4.06
"Johnson, Spencer",Pac 12,Utah,Jr,P,,,2.1,17,0,29.41,-29.41,0.455,0.647,0.727,0.568,5.88,29.41,11.72
"Johnson, Spencer Kevin",Pac 12,Utah,So,P,,,11.1,63,15.87,19.05,-3.18,0.36,0.492,0.66,0.482,14.29,20.63,8.37
"Johnson, Trent",AAC,Tulane,So,P,,,20,95,15.79,9.47,6.32,0.296,0.389,0.444,0.364,17.89,26.32,4.9
"Johnson, Trent",Big 10,Purdue,Fr,P,,,14.1,63,15.87,22.22,-6.35,0.191,0.381,0.213,0.296,22.22,22.22,4.92
"Johnson, Tyler",Big South,Gardner-Webb,Jr,P,2018,907,11.1,50,22,14,8,0.279,0.38,0.395,0.343,24,16,3.06
"Johnston, Corey",Southern,VMI,So,P,,,9.1,48,18.75,12.5,6.25,0.375,0.479,0.55,0.445,22.92,10.42,5.23
"Johnston, Reid",ACC,NC State,Fr,P,,,26,118,14.41,8.47,5.94,0.255,0.331,0.304,0.286,18.64,31.36,3.34
"Johnston, Ryan",Big West,UC Irvine,So,OF,,,1.1,8,0,12.5,-12.5,0.429,0.5,1.143,0.644,37.5,12.5,17.69
"Johnston, Seth",Sun Belt,Georgia Southern,Fr,P,,,0.2,4,0,25,-25,0.333,0.5,0.333,0.392,0,50,18.15
"Jones, Alexandre",Metro Atlantic,Niagara,Fr,P,,,8.1,48,14.58,18.75,-4.17,0.4,0.542,0.429,0.438,16.67,12.5,5.86
"Jones, Brent",ASUN,NJIT,Sr,P,,,3,17,0,17.65,-17.65,0.308,0.412,0.538,0.395,23.53,29.41,10.48
"Jones, Carson",Conference USA,UAB,Sr,P,,,15.2,64,17.19,9.38,7.81,0.218,0.313,0.255,0.263,37.5,12.5,3.28
"Jones, Chet",Southland,Lamar,Fr,P,,,7.1,47,14.89,27.66,-12.77,0.344,0.511,0.375,0.404,6.38,23.4,6.67
"Jones, Connor",Patriot,Lafayette,Jr,P,,,7.1,41,4.88,9.76,-4.88,0.417,0.463,0.583,0.443,19.51,26.83,6.1
"Jones, Grayson",Colonial,James Madison,Fr,P,,,1.1,13,15.38,30.77,-15.39,0.556,0.692,0.667,0.578,15.38,0,10.42
"Jones, Holt",ACC,Clemson,Fr,P,,,6,29,20.69,13.79,6.9,0.261,0.345,0.304,0.29,24.14,13.79,3.15
"Jones, Jackson",Metro Atlantic,Niagara,Jr,P,,,9.1,51,11.76,23.53,-11.77,0.316,0.49,0.342,0.39,21.57,17.65,6.11
"Jones, Jake",OVC,Murray St.,Fr,P,,,10.1,50,14,12,2,0.302,0.4,0.395,0.356,18,28,5.13
"Jones, Jordan",Pac 12,Washington,So,P,,,44.1,191,19.37,6.81,12.56,0.256,0.298,0.378,0.29,24.61,23.04,3.24
"Jones, Matt",Metro Atlantic,Manhattan,Jr,P,,,5.1,22,9.09,18.18,-9.09,0.111,0.273,0.222,0.237,31.82,31.82,4.72
"Jones, Nathan",Southland,Northwestern St.,Jr,P,,,42.2,191,13.09,2.62,10.47,0.33,0.356,0.469,0.352,25.13,24.61,3.53
"Jones, Nick",Sun Belt,Georgia Southern,Fr,P,,,1,7,42.86,57.14,-14.28,0,0.571,0,0.395,0,0,9.15
"Jones, Rutty",Southern,Furman,Jr,P,,,0.2,7,0,0,0,0.714,0.714,0.714,0.627,28.57,0,3.15
"Jones, Stephen",Southern,Samford,Jr,P,2018,1127,14,70,17.14,10,7.14,0.367,0.429,0.5,0.398,28.57,8.57,4.08
"Jones, Tiegen",Mountain West,Fresno St.,Fr,P,,,9,37,16.22,5.41,10.81,0.133,0.297,0.133,0.23,16.22,37.84,4.15
"Jones, Tyler",Atlantic 10,Dayton,So,P,,,18,83,14.46,2.41,12.05,0.346,0.373,0.551,0.392,28.92,18.07,5.37
"Jones, Tyler",OVC,Eastern Ill.,Jr,P,,,16.2,87,11.49,14.94,-3.45,0.265,0.379,0.338,0.323,24.14,21.84,5.49
"Jones, Zack",Big 10,Illinois,So,P,,,11.2,41,17.07,4.88,12.19,0.162,0.244,0.243,0.225,26.83,31.71,4.13
"Jordan, Seth",Sun Belt,Texas State,Jr,P,,,8,37,16.22,8.11,8.11,0.281,0.351,0.344,0.309,18.92,27.03,3.15
"Joslyn, Chet",Horizon,Valparaiso,Sr,P,,,7.1,34,11.76,14.71,-2.95,0.286,0.412,0.286,0.329,20.59,26.47,4.56
"Josten, Timothy",Big West,Cal St. Fullerton,Fr,P,,,9.2,42,33.33,4.76,28.57,0.256,0.286,0.385,0.286,16.67,19.05,2.17
"Joyce, Jimmy",Colonial,Hofstra,Fr,UT,,,2.1,15,0,13.33,-13.33,0.462,0.533,0.769,0.543,26.67,20,12.19
"Joyner, Chris",Colonial,UNCW,So,P,,,5.2,20,25,10,15,0.111,0.2,0.111,0.157,45,10,2.38
"Jozwiak, Chandler",SEC,Texas A&M,Fr,P,,,13,60,28.33,15,13.33,0.213,0.35,0.277,0.292,18.33,15,3.07
"Juday, Jesse",Big South,UNC Asheville,Sr,P,,,10.1,43,9.3,6.98,2.32,0.308,0.372,0.513,0.38,27.91,25.58,6.12
"Judenis, James",American East,Hartford,Fr,P,,,8.2,46,15.22,8.7,6.52,0.368,0.413,0.658,0.432,13.04,23.91,8.03
"Judkins, Grant",Big 10,Iowa,So,P,,,17.1,72,20.83,2.78,18.05,0.246,0.264,0.391,0.276,18.06,33.33,1.74
"Junker, Cameron",ACC,Notre Dame,So,P,,,16.1,86,26.74,10.47,16.27,0.347,0.442,0.597,0.439,10.47,17.44,5.94
"Justice, Brandon",Colonial,Elon,Jr,P,,,12.2,52,28.85,13.46,15.39,0.156,0.269,0.2,0.225,26.92,17.31,2.41
"Justice, Evan",ACC,NC State,Fr,P,,,9.2,43,18.6,9.3,9.3,0.27,0.349,0.297,0.294,30.23,13.95,3.04
"Kachmar, Chris",ASUN,Lipscomb,Jr,P,,,26.1,120,20.83,10.83,10,0.294,0.392,0.412,0.355,17.5,21.67,4.18
"Kacso, Jared",ASUN,NJIT,So,INF,,,24.2,108,8.33,5.56,2.77,0.299,0.343,0.381,0.315,14.81,39.81,3.93
"Kaczor, Micah",Southern,ETSU,Jr,P,,,26.2,120,20,8.33,11.67,0.3,0.358,0.509,0.371,17.5,26.67,5.44
"Kafka, Cullen",Pac 12,Oregon,Fr,P,,,15,71,12.68,9.86,2.82,0.333,0.394,0.444,0.364,32.39,14.08,4.21
"KaIser, Erik",SEC,Vanderbilt,Fr,P,,,0.1,2,50,0,50,0.5,0.5,1,0.621,0,0,-16.85
"Kametas, Bobby",Big East,Creighton,Jr,P,,,6,33,12.12,12.12,0,0.357,0.424,0.464,0.383,21.21,21.21,3.81
"Kamhoot, Sean",Patriot,Navy,Sr,P,,,31.1,132,16.67,7.58,9.09,0.267,0.326,0.308,0.284,29.55,20.45,2.79
"Kampen, Kole",Big 10,Iowa,Fr,P,,,2.1,12,25,8.33,16.67,0.364,0.417,0.455,0.381,25,8.33,1.72
"Kamrada, Nick",Mid American,Ohio,Jr,P,,,6.2,30,3.33,16.67,-13.34,0.261,0.4,0.304,0.327,40,13.33,5.73
"Kane, Andrew",Southern,Mercer,Jr,P,,,0.1,2,50,50,0,0,0.5,0,0.345,0,0,13.15
"Kang, Edward",Western Athletic,Chicago St.,Jr,P,,,12,63,7.94,25.4,-17.46,0.298,0.476,0.617,0.459,17.46,26.98,9.56
"Kapala, Danny",Big 10,Minnesota,Fr,P,,,0.1,4,25,25,0,0.667,0.75,1.333,0.784,0,0,13.15
"Kaplan, Blake",Western Athletic,Chicago St.,Fr,P,,,14.1,76,10.53,18.42,-7.89,0.339,0.461,0.565,0.438,18.42,25,6.83
"Karp, Andrew",ACC,Florida St,Jr,P,2018,191,38,159,30.82,6.29,24.53,0.289,0.333,0.423,0.328,17.61,18.24,2.73
"Kates, Jacob",Big South,High Point,Fr,UT,,,8.1,37,24.32,13.51,10.81,0.226,0.324,0.355,0.299,13.51,27.03,2.78
"Katz, Danny",Big 10,Northwestern,Jr,P,,,10,45,11.11,4.44,6.67,0.341,0.356,0.61,0.394,24.44,24.44,5.35
"Kauffman, Karl",Big 10,Michigan,So,P,,,23.2,111,16.22,12.61,3.61,0.244,0.324,0.322,0.284,33.33,11.71,3.97
"Kay, Theron",Big West,CSUN,Jr,P,,,8,38,5.26,5.26,0,0.314,0.368,0.429,0.348,26.32,31.58,3.77
"Kearns, Isaiah",Big 12,West Virginia,So,UT,,,21.2,96,22.92,10.42,12.5,0.241,0.323,0.47,0.336,19.79,22.92,5.69
"Keathley, Beau",Horizon,Oakland,Fr,INF,,,4.2,33,15.15,30.3,-15.15,0.35,0.545,0.5,0.449,21.21,3.03,8.62
"Kechely, Kragen",Missouri Valley,Dallas Baptist,So,P,,,19.2,81,16.05,4.94,11.11,0.243,0.296,0.351,0.283,33.33,19.75,3.41
"Keenan, Zach",Conference USA,Middle Tenn,Fr,P,,,15.2,82,20.73,9.76,10.97,0.343,0.439,0.571,0.433,21.95,13.41,6.7
"Keene, Andrew",Sun Belt,Georgia St.,Fr,OF,,,1.1,6,33.33,0,33.33,0.2,0.333,0.2,0.267,16.67,16.67,2.24
"Keizer, Benjamin",Big 10,Michigan,So,P,,,1,13,15.38,53.85,-38.47,0.4,0.769,0.4,0.563,7.69,0,23.15
"Keller, Adam",Missouri Valley,Wichita St.,Sr,P,,,7.2,28,28.57,3.57,25,0.192,0.25,0.269,0.233,25,21.43,1.76
"Kelley, Pat",Horizon,Northern Ky.,Sr,P,,,9,49,16.33,4.08,12.25,0.444,0.49,0.533,0.446,18.37,16.33,2.7
"Kelley, Shawn",Mountain West,Air Force,So,C,,,10.1,53,9.43,15.09,-5.66,0.349,0.453,0.651,0.458,30.19,13.21,8.69
"Kelly, Darren",Southwestern,Alabama St.,Sr,P,,,2.2,15,26.67,13.33,13.34,0.308,0.467,0.385,0.399,6.67,26.67,3.6
"Kelly, James",Atlantic 10,La Salle,Fr,P,,,4,24,8.33,8.33,0,0.571,0.583,1,0.632,8.33,20.83,6.9
"Kelly, James",Metro Atlantic,Monmouth,Jr,P,,,10.2,47,12.77,12.77,0,0.317,0.404,0.488,0.385,23.4,23.4,5.01
"Kelly, Joe",Big East,St. Johns (NY),Jr,P,,,6.1,28,21.43,14.29,7.14,0.217,0.321,0.261,0.268,25,17.86,3.15
"Kelly, Justin",Pac 12,Utah,Fr,P,,,10.2,44,22.73,11.36,11.37,0.263,0.364,0.342,0.319,18.18,22.73,2.95
"Kelly, Kevin",Colonial,James Madison,So,P,,,20.2,95,16.84,9.47,7.37,0.284,0.389,0.383,0.347,24.21,20,4.29
"Kelly, Parker",Pac 12,Oregon,Jr,P,2018,603,16.1,75,10.67,9.33,1.34,0.254,0.333,0.373,0.311,28,28,3.64
"Kelly, Parker",Big 12,Texas Tech,Fr,INF,,,0.2,3,0,0,0,0.333,0.333,0.333,0.293,0,66.67,3.15
"Kelly, Ryan",Atlantic 10,Saint Josephs,Sr,P,,,5,21,33.33,23.81,9.52,0.063,0.286,0.125,0.224,23.81,14.29,3.35
"Kelly, Wyatt",Western Athletic,New Mexico St.,Jr,P,,,9.2,36,27.78,8.33,19.45,0.125,0.222,0.156,0.185,11.11,38.89,2.28
"Kemble, Peter",American East,Maine,Fr,P,,,4,17,5.88,17.65,-11.77,0.143,0.294,0.214,0.247,23.53,41.18,4.9
"Kemp, Kyle",ASUN,Lipscomb,Jr,P,,,18.2,98,24.49,24.49,0,0.254,0.449,0.366,0.375,9.18,20.41,5.51
"Kendrick, John Alan",Ivy League,Penn,Jr,P,,,10.1,44,36.36,2.27,34.09,0.273,0.295,0.386,0.298,22.73,13.64,1.56
"Kennedy, Brenden",Northeast,Mt. St. Marys,Fr,P,,,14.2,60,10,8.33,1.67,0.241,0.3,0.5,0.334,38.33,20,6.1
"Kennedy, Colin",Atlantic 10,La Salle,Fr,P,,,14,69,23.19,11.59,11.6,0.333,0.42,0.483,0.391,18.84,15.94,2.79
"Kennedy, Jared",Metro Atlantic,Canisius,Jr,P,,,17,73,21.92,17.81,4.11,0.155,0.329,0.155,0.251,17.81,27.4,3.91
"Kennedy, Matt",Atlantic 10,Saint Josephs,Fr,P,,,12.1,64,14.06,6.25,7.81,0.357,0.438,0.625,0.449,21.88,20.31,5.79
"Kennedy, Ryan",ASUN,Kennesaw State,Fr,P,,,14.2,66,16.67,10.61,6.06,0.293,0.364,0.362,0.322,27.27,18.18,3.99
"Kent, Matt",Big East,Xavier,Jr,P,,,20,102,17.65,9.8,7.85,0.306,0.392,0.529,0.389,15.69,24.51,5.4
"Kent, Zak",Southern,VMI,So,P,,,27,112,22.32,10.71,11.61,0.21,0.295,0.31,0.272,27.68,20.54,4.07
"Keough, Garret",Patriot,Holy Cross,Fr,INF,,,9.1,49,16.33,16.33,0,0.256,0.367,0.333,0.314,28.57,14.29,4.03
"Kepley, Cameron",Sun Belt,Appalachian St.,Fr,P,,,9.2,52,19.23,19.23,0,0.293,0.442,0.512,0.414,11.54,25,7.39
"Kerin, Matt",American East,UMass Lowell,Sr,P,,,4,20,15,15,0,0.333,0.4,0.4,0.341,20,15,3.9
"Kernan, Kevin",American East,Stony Brook,Sr,P,,,8.1,40,15,17.5,-2.5,0.313,0.45,0.313,0.358,20,20,4.63
"Kernen, Chris",Mid-Eastern,N.C. Central,Jr,P,,,18.1,78,17.95,8.97,8.98,0.206,0.295,0.25,0.253,30.77,20.51,3.81
"Kersten, Jeff",AAC,UConn,Jr,P,,,32.1,140,11.43,8.57,2.86,0.28,0.343,0.512,0.361,32.86,20,5.79
"Kessler, Sam",Big 12,West Virginia,So,P,,,12.2,54,25.93,9.26,16.67,0.222,0.333,0.289,0.287,20.37,18.52,2.82
"Kettler, Hayden",Big 12,Baylor,So,INF,,,36.2,168,14.88,10.12,4.76,0.289,0.363,0.472,0.354,23.21,22.02,4.86
"Keup, Cameron",Mountain West,San Jose St.,Sr,P,,,7.2,37,5.41,5.41,0,0.313,0.378,0.406,0.342,27.03,27.03,4.26
"Key, Devon",Southwestern,Alcorn,Jr,P,,,4,19,5.26,21.05,-15.79,0.2,0.368,0.4,0.344,26.32,31.58,8.9
"Key, Jacob",Horizon,Ill.-Chicago,So,P,,,24.1,106,15.09,9.43,5.66,0.239,0.33,0.38,0.313,24.53,26.42,4.52
"Keys, J.C.",Conference USA,Southern Miss,Jr,P,,,15.2,78,15.38,15.38,0,0.242,0.359,0.323,0.308,25.64,19.23,4.99
"Khachadourioan, Kyle",Big South,Charleston So.,Fr,UT,,,1.1,5,0,20,-20,0,0.2,0,0.138,0,80,5.87
"Kiernan, Collin",Big 10,Rutgers,Fr,P,,,4.2,24,16.67,25,-8.33,0.278,0.458,0.611,0.449,16.67,20.83,8.62
"Kilian, Caleb",Big 12,Texas Tech,So,P,2018,595,35.1,153,20.92,7.84,13.08,0.263,0.32,0.365,0.299,24.84,20.26,2.81
"Kilkenny, Mitchell",SEC,Texas A&M,Jr,P,2018,76,45,194,22.68,5.15,17.53,0.257,0.309,0.389,0.302,25.26,19.07,3.92
"Killackey, Kris",American East,Stony Brook,Sr,P,,,1.1,11,0,45.45,-45.45,0.333,0.636,0.333,0.474,18.18,18.18,16.78
"Killam, Brent",Big East,Georgetown,So,P,,,19.2,84,34.52,3.57,30.95,0.256,0.31,0.333,0.285,13.1,21.43,1.06
"Killgore, Keylan",Missouri Valley,Wichita St.,So,P,2018,497,12,56,21.43,12.5,8.93,0.277,0.375,0.319,0.316,17.86,21.43,3.15
"Kimbell, Eli",Ivy League,Princeton,So,OF,,,12.1,55,25.45,5.45,20,0.213,0.273,0.255,0.237,21.82,20,2.07
"Kimbrell, Tyler",Southern,Furman,Sr,P,,,11.2,52,34.62,9.62,25,0.255,0.327,0.489,0.349,9.62,23.08,4.75
"Kiminski, Trevor",Southland,SFA,Sr,P,,,29,134,9.7,11.94,-2.24,0.286,0.396,0.375,0.346,25.37,24.63,4.87
"Kincart, Joe",Mountain West,Air Force,Sr,P,,,12.1,61,8.2,9.84,-1.64,0.352,0.41,0.556,0.409,29.51,19.67,5.96
"King, Andrew",Mid-Eastern,N.C. Central,Jr,P,,,3.1,15,20,13.33,6.67,0.167,0.333,0.167,0.257,26.67,20,4.11
"King, Bryan",Southland,McNeese,Jr,P,,,17.1,88,18.18,10.23,7.95,0.293,0.375,0.427,0.348,20.45,21.59,3.97
"King, Charles",Big 12,TCU,So,P,,,15.2,68,20.59,5.88,14.71,0.281,0.324,0.344,0.294,29.41,17.65,2.09
"King, Charlie",Atlantic 10,Davidson,So,P,,,0.1,3,33.33,0,33.33,0.667,0.667,1,0.707,0,0,-16.85
"King, Dylan",OVC,Belmont,Jr,P,2018,541,0.2,2,50,0,50,0,0,0,0,0,50,-6.85
"King, Haydn",West Coast,San Francisco,Fr,P,,,6.1,35,5.71,11.43,-5.72,0.433,0.486,0.5,0.426,20,22.86,4.46
"King, Kevin",AAC,USF,Jr,P,,,10.2,44,34.09,9.09,25,0.162,0.273,0.243,0.24,22.73,13.64,1.97
"King, Kyle",Western Athletic,CSU Bakersfield,Jr,P,,,8.2,47,25.53,25.53,0,0.257,0.447,0.371,0.376,10.64,19.15,6.2
